motif_name	AmnSINE1	Bov-tA1	Bov-tA2	Bov-tA3	HAL1	L2b	L3	LTR33A_	MER102b	MER21C	MER77B	MER81	MER89	MIR3	MLT1N2	Plat_L3	SINE2-1_BT	Tigger7
RREB1	0	8.5e-002	1.7e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNX1	0	0	3.0e-005	3.4e-005	0	0	0	0	0	0	0	0	0	0	0	0	6.8e-018	0
RUNX2	0	0	1.3e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4e-031	0
RUNX3	0	7.1e-013	4.0e-026	6.4e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRA::VDR	0	0	1.9e-022	5.2e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRB(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRG(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCRT1	0	0	4.3e-004	3.6e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCRT2	0	0	6.5e-004	3.4e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX	0	3.3e-044	9.6e-125	2.1e-026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shox2	0	2.2e-039	1.4e-108	3.9e-020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX1	0	1.8e-008	2.4e-036	1.1e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX2	0	6.9e-008	1.3e-030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Six3	0	3.4e-010	1.4e-027	1.8e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad2::Smad3	0	3.5e-030	8.8e-311	7.9e-050	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7e-005
SMAD2::SMAD3::SMAD4	0	1.8e-037	2.1e-205	5.0e-084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smad4	0	0	8.9e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD5	0	7.5e-001	5.6e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI1	0	2.3e-066	1.6e-035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI2	0	1.5e-070	4.4e-068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAI3	0	6.7e-027	2.3e-038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOHLH2	0	4.5e-007	2.0e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX12	0	1.9e-004	1.1e-046	2.0e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX13	0	1.6e-005	1.4e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX14	0	3.6e-007	6.5e-012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX15	0	1.2e-011	1.0e-043	6.4e-006	0	0	0	0	0	1.1e-001	0	0	0	0	0	0	0	0
Sox17	0	1.3e-004	3.4e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-002	0
SOX18	0	0	6.6e-008	8.5e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX2	0	5.0e-007	5.4e-021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox3	0	3.5e-014	2.8e-041	1.6e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX4	0	0	8.7e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox5	0	4.6e-017	1.6e-041	3.1e-006	0	0	0	0	0	0	0	0	0	0	0	0	2.3e-001	0
Sox6	0	2.1e-004	4.3e-023	1.5e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX8	0	6.2e-010	4.8e-032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9	0	1.7e-001	6.8e-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP2	0	2.9e-002	4.8e-020	4.7e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP3	0	0	5.5e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP8	0	0	2.1e-004	2.3e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP9	0	0	1.7e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDEF	0	0	0	0	7.5e-002	0	0	0	0	0	0	0	0	0	0	0	0	0
SPI1	0	4.6e-199	5.8e-584	2.1e-058	1.7e-004	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIB	0	3.6e-375	1.5e-1150	6.6e-165	9.7e-001	2.9e-002	0	0	0	0	0	0	0	0	0	0	0	0
SPIC	0	0	6.9e-007	7.7e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spz1	0	0	3.1e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SREBF1	0	0	9.7e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SREBF1(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SREBF2	0	0	4.7e-006	3.1e-001	0	0	0	0	0	1.4e-001	0	0	0	0	0	0	0	0
SREBF2(var.2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRY	0	1.0e-027	1.8e-088	8.6e-023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	0	1.8e-075	8.0e-105	4.1e-262	0	2.2e-003	0	0	0	0	0	4.2e-002	0	0	0	0	3.4e-002	0
STAT1::STAT2	0	1.3e-148	2.3e-545	1.1e-059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat2	0	7.5e-031	1.6e-064	3.4e-018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT3	0	2.6e-076	1.3e-095	7.8e-286	7.1e-003	1.2e-006	0	0	0	1.9e-006	0	8.3e-003	0	0	0	0	2.7e-006	0
Stat4	0	2.9e-034	6.9e-026	3.9e-185	0	5.2e-004	0	0	0	7.3e-001	0	0	0	0	0	0	0	0
Stat5a	0	8.6e-036	1.1e-075	6.9e-130	7.3e-002	0	0	0	0	0	0	1.9e-004	0	0	0	0	2.0e-005	0
Stat5a::Stat5b	0	5.8e-043	7.4e-074	4.4e-100	0	0	0	0	0	0	0	5.4e-001	0	0	0	0	1.0e-018	0
Stat5b	0	2.0e-034	1.4e-278	7.2e-008	0	0	0	0	0	0	0	1.3e-008	0	0	0	0	2.7e-007	0
Stat6	0	1.7e-012	2.5e-025	2.6e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAL1::TCF3	0	6.2e-003	6.7e-009	0	0	0	0	0	0	0	0	0	0	0	0	2.9e-001	0	0
TBP	0	5.0e-036	7.9e-132	3.4e-025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBR1	0	3.6e-016	4.4e-040	1.5e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX1	0	2.4e-014	4.5e-027	1.0e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX15	0	0	3.0e-018	4.9e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX18	0	3.8e-005	4.9e-030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX19	0	0	2.8e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX20	0	1.7e-013	1.1e-027	7.1e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX2	0	5.8e-016	1.2e-050	1.4e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX21	0	8.3e-018	9.1e-041	4.2e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX3	0	6.6e-004	1.7e-026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX4	0	8.3e-010	1.8e-045	1.2e-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX5	0	3.4e-001	7.3e-019	8.0e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX6	0	3.4e-007	1.5e-044	8.9e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBXT	0	0	8.2e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf12	0	6.5e-020	5.0e-023	2.0e-002	1.0e-001	4.4e-002	1.4e-001	0	0	0	0	0	0	0	0	0	0	0
TCF12(var.2)	0	6.7e-123	1.7e-257	4.6e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF21(var.2)	0	0	5.4e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-001	0
TCF3	0	5.2e-123	2.5e-192	1.7e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF4	0	7.6e-118	3.5e-145	6.2e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7	0	1.1e-014	4.7e-052	3.4e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7L1	0	1.9e-002	2.1e-020	1.5e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF7L2	0	1.2e-012	5.3e-029	2.3e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCFL5	0	5.1e-016	4.2e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEAD1	0	3.1e-082	2.8e-415	1.2e-101	8.0e-001	1.2e-001	0	0	0	9.9e-008	0	0	0	0	0	0	2.6e-009	0
TEAD2	0	1.2e-052	2.6e-292	8.1e-054	0	1.5e-001	0	0	0	1.2e-007	0	0	0	0	0	0	1.2e-014	0
TEAD3	0	1.3e-019	2.5e-077	0	0	1.6e-001	0	0	0	5.9e-008	0	0	0	0	0	0	1.1e-040	0
TEAD4	0	6.8e-088	5.1e-397	3.9e-095	0	7.5e-003	0	0	0	7.5e-007	0	0	0	0	0	0	1.4e-011	0
TEF	0	3.1e-001	1.4e-019	2.3e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2A	0	1.6e-086	2.0e-201	2.2e-015	0	0	0	0	0	0	0	0	0	0	0	0	1.6e-003	0
TFAP2A(var.2)	0	7.9e-155	1.8e-152	2.9e-008	0	0	0	0	0	0	0	0	0	0	0	0	1.8e-006	0
TFAP2A(var.3)	0	3.2e-142	7.9e-531	1.6e-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2B	0	6.7e-151	2.5e-166	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1e-003	0
TFAP2B(var.2)	0	0	1.0e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5e-002	0
TFAP2B(var.3)	0	5.8e-148	1.6e-531	4.9e-144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2C	0	5.0e-167	8.7e-174	1.7e-010	0	0	0	0	0	0	0	0	0	0	0	0	1.3e-007	0
TFAP2C(var.2)	0	2.7e-035	1.8e-105	1.6e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2C(var.3)	0	3.1e-147	1.7e-529	7.4e-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFAP4	0	0	0	0	0	7.4e-002	1.3e-001	0	0	0	0	0	0	6.4e-002	0	0	0	0
TFAP4(var.2)	0	9.8e-019	1.1e-025	3.7e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFCP2	0	0	1.2e-017	4.3e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFDP1	0	9.7e-064	2.1e-144	8.7e-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFE3	0	0	5.6e-003	6.2e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFEB	0	0	2.3e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFEC	0	0	1.0e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2	0	0	2.5e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	4.5e-005	6.4e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	1.8e-007	2.6e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP1	0	1.9e-034	4.4e-155	7.0e-044	0	0	0	0	0	0	0	0	0	0	0	0	5.7e-005	0
THAP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRB	0	5.2e-005	1.7e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRB(var.2)	0	4.7e-493	1.1e-1791	1.5e-438	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRB(var.3)	0	0	1.5e-009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX2	0	2.9e-036	1.5e-109	2.8e-022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53	0	3.8e-006	2.7e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP73	0	1.7e-006	2.2e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TWIST1	0	5.1e-012	2.2e-013	0	0	1.5e-002	0	0	0	0	0	0	0	2.6e-002	0	0	0	0
Twist2	0	4.4e-010	9.9e-018	6.5e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNCX	0	1.9e-040	7.2e-120	4.2e-026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USF1	0	2.6e-007	8.7e-009	4.8e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USF2	0	1.7e-007	3.2e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX1	0	7.5e-043	2.8e-117	3.0e-024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAX2	0	5.9e-035	3.2e-107	2.1e-023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDR	0	6.7e-010	5.7e-096	4.5e-028	0	0	0	0	0	0	0	0	0	0	0	0	2.9e-040	0
VENTX	0	6.8e-025	1.3e-086	3.3e-016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEZF1	0	0	8.0e-010	7.1e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSX1	0	3.4e-043	1.0e-127	2.2e-024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSX2	0	6.3e-037	1.8e-130	1.8e-023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wt1	0	1.3e-128	7.9e-090	7.4e-048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YY1	0	4.7e-155	1.7e-562	1.6e-132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YY2	0	3.9e-009	7.7e-017	3.2e-020	0	0	0	0	0	0	0	0	0	0	0	0	1.1e-002	0
ZBED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB12	0	1.6e-009	6.3e-013	1.7e-039	0	6.1e-002	0	0	0	0	0	0	0	0	0	0	8.6e-009	0
ZBTB14	0	0	4.1e-017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB26	0	4.8e-070	1.7e-274	7.2e-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB32	0	3.1e-001	3.2e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB6	0	9.3e-022	2.1e-123	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3e-004	0
ZBTB7A	0	4.2e-193	2.5e-514	1.2e-129	4.5e-002	8.0e-003	6.0e-001	0	0	0	0	0	0	2.0e-003	0	0	9.5e-007	0
ZBTB7B	0	0	1.4e-018	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0e-004	0
ZBTB7C	0	0	3.1e-022	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8e-004	0
ZEB1	0	1.8e-103	6.7e-098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP42	0	1.4e-041	4.3e-091	5.0e-059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP57	0	0	0	7.6e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1e-004	0
ZIC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3e-003	0
Zic1::Zic2	0	6.3e-002	4.3e-138	9.3e-032	0	0	0	0	0	0	0	0	0	0	0	0	4.6e-026	0
Zic2	0	1.8e-005	1.2e-166	4.3e-010	0	0	0	0	0	0	0	0	0	0	0	0	8.0e-025	0
ZIC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC4	0	4.6e-027	3.8e-044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN1	0	1.5e-019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN5	0	2.4e-022	9.8e-022	6.3e-010	0	0	0	0	0	0	0	0	0	0	0	0	3.0e-003	0
ZNF135	0	0	3.4e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF136	0	1.4e-489	2.6e-1676	6.8e-342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5e-003	0
ZNF143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF148	0	1.2e-029	9.1e-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF24	0	3.9e-006	2.9e-024	1.5e-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF263	0	1.4e-128	4.8e-141	1.4e-050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf281	0	8.9e-132	9.5e-119	8.5e-041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF282	0	0	1.3e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF317	0	0	1.1e-004	8.3e-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF341	0	7.5e-007	3.9e-065	1.1e-025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF354C	0	1.2e-035	2.6e-153	4.4e-060	0	0	0	0	0	0	0	0	0	0	0	0	8.4e-013	0
ZNF382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF384	0	2.0e-046	2.1e-125	1.9e-029	0	0	0	0	0	0	0	0	0	0	0	0	9.8e-013	0
ZNF410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Znf423	0	1.7e-034	5.3e-148	9.5e-026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF449	0	1.0e-002	4.0e-061	2.1e-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF460	0	8.8e-006	4.3e-016	2.6e-030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF528	0	7.1e-009	1.1e-116	5.9e-023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF652	0	7.4e-008	1.5e-054	3.0e-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF682	0	1.8e-088	7.1e-418	1.8e-026	0	0	0	0	0	0	0	0	0	0	0	0	9.7e-012	0
ZNF684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF740	0	0	9.4e-006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF75D	0	8.4e-032	1.0e-076	1.3e-068	0	0	0	0	0	0	0	0	0	0	0	0	1.2e-004	0
ZSCAN29	0	0	1.0e-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN4	0	2.4e-012	2.4e-013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
